id;name;full_name;birth_date;height_cm;weight_kgs;positions;nationality;overall_rating;preferred_foot;weak_foot(1-5);skill_moves(1-5);club_team
242116;M. Etuin;Maxime Etuin;15.08.1995;175.26;64.9;CM;France;63;Left;3;2;FC Lorient
235222;S. Horemans;Siebe Horemans;02.06.1998;182.88;72.1;CB;Belgium;63;Right;3;2;Excelsior
235221;Tang Shi;??;24.01.1995;175.26;59;RM;China PR;63;Left;3;2;Guangzhou Evergrande Taobao FC
228309;Montoro;Adrián Hernández Montoro;04.01.1995;154.94;79.8;RB;Spain;63;Right;3;2;UD Almería
221141;A. Bakayoko;Amadou Bakayoko;01.01.1996;193.04;84.8;ST;Sierra Leone;63;Left;3;2;Coventry City
245716;S. Essende;Samuel Essende;23.01.1998;193.04;87.1;ST;France;63;Right;3;2;KAS Eupen
209364;C. Brown;Corey Edward Brown;07.01.1994;175.26;68.9;LB;Australia;63;Left;2;2;Melbourne Victory
244947;L. Pons;Luciano Pons;18.04.1990;154.94;74.8;ST;Argentina;63;Right;3;2;San Martin de Tucumán
241619;Huang Zichang;???;04.04.1997;172.72;67.1;RM;China PR;63;Right;3;2;Jiangsu Suning FC
238803;T. Baumgart;Tom Baumgart;12.11.1997;154.94;72.1;LM;Germany;63;Right;3;2;FC Erzgebirge Aue
224211;S. Mmaee;Samy Mmaee A Nwambeben;08.09.1996;154.94;83;CB;Belgium;63;Right;3;2;Sint-Truidense VV
150995;B. Rotenberg;Boris Rotenberg;19.05.1986;187.96;83.9;RB;Finland;63;Right;2;2;Lokomotiv Moscow
214739;M. Velásquez;Marcos Antonio Velásquez Ahumada;23.06.1988;154.94;78.9;CB;Chile;63;Right;3;2;CD Everton de Viña del Mar
192466;M. Marrone;Michael Marrone;27.01.1987;152.4;78;RB;Australia;63;Right;2;2;Adelaide United
244434;P. Siegl;Philipp Siegl;16.12.1993;185.42;74.8;CB;Austria;63;Right;3;2;TSV Hartberg
177618;J. Wright;Josh Wright;06.11.1989;175.26;73.9;CM;England;63;Right;3;2;Bradford City
239826;O. Gaines;Orrin McKinze Gaines;02.03.1998;154.94;73.9;RM;United States;63;Right;3;3;FSV Zwickau
226791;T. Moore;Taylor Moore;12.05.1997;182.88;79.8;CB;England;63;Right;2;2;Southend United
218343;R. Hedges;Ryan Hedges;08.07.1995;185.42;64.9;RM;Wales;63;Left;3;3;Barnsley
243430;David Alba;David Alba Fernández;05.05.1999;154.94;77.1;CB;Spain;63;Right;3;2;Getafe CF
239078;S. Schimmer;Stefan Schimmer;28.04.1994;185.42;74.8;ST;Germany;63;Right;4;2;SpVgg Unterhaching
231910;Kim Gun Hee;??? ???;22.02.1995;182.88;71.2;ST;Korea Republic;63;Right;5;2;Sangju Sangmu FC
242661;H. Camara;Haroune Camara;01.01.1998;182.88;81.2;ST;Saudi Arabia;63;Right;3;2;Al Qadisiyah
239077;T. Hagn;Thomas Hagn;28.02.1995;185.42;81.2;LM;Germany;63;Left;3;3;SpVgg Unterhaching
233445;J. Arctander Moe;Jeppe Arctander Moe;03.08.1995;175.26;69.9;LB;Norway;63;Left;3;2;Stabæk Fotball
228325;O. Berg;Oliver Berg;28.08.1993;152.4;73.9;CM;Norway;63;Right;3;3;GIF Sundsvall
198373;S. Robinson;Scott Robinson;12.03.1992;167.64;68;CAM;Scotland;63;Right;3;2;Livingston FC
244708;K. Goden;Kevin Goden;22.02.1999;182.88;73.9;RB;Germany;63;Right;2;2;1. FC Nürnberg
243172;L. Tupta;?ubomír Tupta;27.03.1998;154.94;72.1;ST;Slovakia;63;Right;3;2;Hellas Verona
172516;M. Spelmann;Martin Spelmann;21.03.1987;175.26;72.1;RM;Denmark;63;Right;3;2;Aarhus GF
200676;Feng Renliang;???;12.05.1988;154.94;68;RW;China PR;63;Right;4;2;Beijing Renhe FC
199908;F. Brown Forbes;Felicio Anando Brown Forbes;28.08.1991;187.96;82.1;LM;Costa Rica;63;Right;4;3;Korona Kielce
246755;E. Aguirre;Eduardo Aguirre;03.08.1998;175.26;74.8;ST;Mexico;63;Right;2;2;Santos Laguna
187363;J. González;Julio José González Vela-Alvizu;23.04.1991;182.88;83;GK;Mexico;63;Right;3;1;Tiburones Rojos de Veracruz
245750;F. Carstens;Florian Carstens;08.11.1998;190.5;87.1;CB;Germany;63;Right;3;2;FC St. Pauli
232950;H. Akino;?? ??;08.10.1994;175.26;68;CM;Japan;63;Left;2;2;Shonan Bellmare
244213;Jorge Félix;Jorge Félix Muñoz García;22.08.1991;172.72;62.1;LM;Spain;63;Right;3;3;Piast Gliwice
176373;Bae Ki Jong;??? ???;26.05.1983;154.94;74.8;LW;Korea Republic;63;Right;3;3;Gyeongnam FC
193524;G. Ingrosso;Gianmarco Ingrosso;28.01.1989;187.96;83;CB;Italy;63;Right;2;2;Foggia
244724;E. Frederiksen;Emil Frederiksen;05.09.2000;152.4;71.2;CAM;Denmark;63;Left;2;3;SC Heerenveen
243700;J. Hjorth;Jakob Hjorth;19.09.1994;193.04;83;CB;Denmark;63;Right;3;2;Vendsyssel FF
240372;P. Fernández;Pedro Nahuel Fernández;05.04.1987;154.94;78;GK;Argentina;63;Right;3;1;San Martin de Tucumán
208372;G. Arokoyo;Gbenga Arokoyo;01.11.1992;187.96;78;CB;Nigeria;63;Right;2;2;Kalmar FF
245235;A. Bah;Alexander Hartmann Bah;09.12.1997;182.88;76.2;RM;Denmark;63;Right;3;3;SønderjyskE
229107;N. De Medina;Nathan De Medina;08.10.1997;182.88;82.1;CB;Belgium;63;Right;2;2;Royal Excel Mouscron
202995;Yu Jun Soo;??? ???;08.05.1988;182.88;79.8;CB;Korea Republic;63;Right;3;2;Pohang Steelers
244210;Jimmy;Jaime Suárez Juesas;31.12.1996;170.18;64.9;CDM;Spain;63;Right;2;2;Real Oviedo
238578;Lee Jin Hyun;??? Jin Hyun Lee;26.08.1997;172.72;62.1;CM;Korea Republic;63;Left;3;3;Pohang Steelers
169714;Fábio Ferreira;Fábio Miguel Lourenço Ferreira;03.05.1989;152.4;72.1;RM;Portugal;63;Right;4;3;Perth Glory
226546;F. Barboza;Facundo Barboza;31.07.1996;170.18;72.1;RW;Argentina;63;Right;3;3;Godoy Cruz
192008;Zhang Chi;??;08.07.1987;185.42;69.9;RB;China PR;62;Right;4;2;Shandong Luneng TaiShan FC
245256;J. Vargas;Juan Pablo Vargas Campos;06.06.1995;193.04;86.2;CB;Costa Rica;62;Right;2;2;Deportes Tolima
239624;B. Rubio;Brian Rubio;09.11.1996;185.42;79.8;ST;Mexico;62;Right;3;2;Deportivo Toluca
222472;D. Granli;Daniel Granli;01.05.1994;187.96;78;CB;Norway;62;Right;3;2;AIK
246279;Iván Martos;Iván Martos Campillo;15.05.1997;182.88;68;LB;Spain;62;Left;3;3;UD Almería
242183;D. Otto;David Otto;03.03.1999;185.42;82.1;ST;Germany;62;Right;3;3;TSG 1899 Hoffenheim
225543;B. Collins;Bradley Collins;18.02.1997;182.88;68.9;GK;England;62;Right;2;1;Burton Albion
213767;L. Nolan;Liam Nolan;20.09.1994;175.26;68.9;CM;Northern Ireland;62;Right;2;2;Accrington Stanley
246790;A. Bamba;Abdoul-Kader Bamba;25.05.1994;175.26;68;CAM;France;62;Right;3;2;FC Nantes
236038;K. Duncan;Kyle Duncan;08.08.1997;152.4;68;RB;United States;62;Right;2;2;New York Red Bulls
229638;M. Kuleli;Mert Kuleli;05.06.1998;182.88;79.8;GK;Turkey;62;Right;2;1;Çaykur Rizespor
226822;C. Roberts;Callum Roberts;14.04.1997;172.72;64.9;RM;England;62;Left;3;3;Colchester United
223750;D. Steininger;Daniel Steininger;13.04.1995;187.96;78.9;RM;Germany;62;Right;3;2;SpVgg Greuther Fürth
240901;Idrisa Sambú;Idrisa Sidi Sambú;27.03.1998;154.94;78;LM;Portugal;62;Right;4;3;Royal Excel Mouscron
237317;R. Macek;Roman Macek;18.04.1997;187.96;79.8;CM;Czech Republic;62;Right;3;3;FC Lugano
220677;J. Morrell;Joe Morrell;03.01.1997;167.64;64;CM;Wales;62;Right;3;3;Bristol City
246044;Andrés Martín;Andrés Martín García;11.07.1999;175.26;72.1;ST;Spain;62;Left;5;3;Córdoba CF
243996;Samuel Manchón;Samuel González Martínez;17.02.1997;170.18;63;RM;Spain;62;Right;3;3;Extremadura UD
208156;G. Piscitella;Giammario Piscitella;24.03.1993;154.94;68.9;LW;Italy;62;Right;3;3;Carpi
211739;E. Ye?ilyurt;Erdo?an Ye?ilyurt;06.11.1993;152.4;72.1;RM;Germany;62;Right;5;3;Sivasspor
242458;A. Dovbyk;Artem Dovbyk;21.06.1997;185.42;76.2;ST;Ukraine;62;Left;3;2;FC Midtjylland
240410;N. Menéndez;Nahuel Raúl Menéndez;05.03.1994;165.1;64;RB;Argentina;62;Right;3;3;San Martin de Tucumán
246809;Marc Aguado;Marc Aguado Pallarés;22.02.2000;152.4;68;CM;Spain;62;Left;3;2;Real Zaragoza
240921;R. Hernández;Ronald José Hernández Pimentel;04.10.1997;170.18;69.9;RB;Venezuela;62;Right;3;2;Stabæk Fotball
238105;Li Peng;??;29.08.1990;187.96;79.8;CB;China PR;62;Right;2;2;Shanghai Greenland Shenhua FC
232985;T. Kunimoto;?? ??;08.10.1997;175.26;76.2;CM;Japan;62;Left;3;3;Gyeongnam FC
228889;J. McGing;Jake McGing;22.05.1994;182.88;73.9;RB;Australia;62;Right;3;2;Central Coast Mariners
225561;M. Litka;Maurice Litka;02.01.1996;154.94;68;RM;Germany;62;Left;4;3;KFC Uerdingen 05
203289;M. Clayton;Max  Clayton;09.08.1994;175.26;69.9;ST;England;62;Right;3;2;Blackpool
238616;Pedro Neto;Pedro Lomba Neto;09.03.2000;172.72;63;ST;Portugal;62;Left;3;3;Lazio
236824;R. ten Hove;Ramón ten Hove;03.03.1998;193.04;74.8;GK;Netherlands;62;Right;2;1;Feyenoord
218392;G. Diaz;Guillermo Díaz Ayala;16.05.1994;170.18;64.9;LB;Chile;62;Left;3;2;Club Deportes Temuco
234803;N. Baxter;Nathan Baxter;08.11.1998;182.88;76.2;GK;England;62;Right;2;1;Yeovil Town
243762;A. Altuna;Alejandro Altuna;19.01.1992;182.88;73.9;CDM;Argentina;62;Right;3;2;San Martin de Tucumán
225586;B. Kennedy;Ben Kennedy;12.01.1997;152.4;69.9;RM;Northern Ireland;62;Left;2;3;Newport County
216114;I. Näsberg;Ivan Näsberg;22.04.1996;185.42;79.8;CB;Norway;62;Left;2;2;Vålerenga Fotball
153137;L. Sapela;?ukasz Sapela;21.09.1982;185.42;81.2;GK;Poland;62;Left;3;1;Mied? Legnica
232752;S. Hyodo;?? ??;29.07.1985;172.72;68;CM;Japan;62;Right;3;2;Vegalta Sendai
211760;M. Baude;Marcel Baude;05.10.1989;152.4;76.2;RB;Germany;62;Right;2;2;FC Energie Cottbus
203312;L. Dennis;Louis Dennis;09.10.1992;185.42;68.9;CAM;England;62;Right;4;4;Portsmouth
189231;P. Hellquist;Philip Hellquist;21.05.1991;182.88;73;ST;Sweden;62;Right;3;2;IF Brommapojkarna
237359;L. Jonsson;Lukas Jonsson;21.10.1992;190.5;94.8;GK;Sweden;62;Right;2;1;IK Sirius
215343;A. Mehring;Andrés Mehring;19.04.1994;190.5;82.1;GK;Argentina;62;Right;2;1;Godoy Cruz
194094;R. Koczor;Raphael Koczor;17.01.1989;193.04;78;GK;Germany;62;Right;2;1;FC Carl Zeiss Jena
183342;B. Schwarz;Benjamin Schwarz;10.07.1986;154.94;74.8;CDM;Germany;62;Left;2;2;SC Preußen Münster
242734;W. Omsberg;Wyatt Omsberg;21.09.1995;193.04;81.2;CB;United States;62;Right;2;2;Minnesota United FC
237102;Lee Sang Ki;??? ???;07.05.1996;152.4;78.9;RB;Korea Republic;62;Right;3;2;Pohang Steelers
234286;N. Barona;Neider Barona;11.07.1997;175.26;64.9;LM;Colombia;62;Right;2;3;La Equidad
216110;D. Kud?a;Dawid Kud?a;21.03.1992;187.96;83.9;GK;Poland;62;Right;2;1;Zag??bie Sosnowiec
244034;D. Kopacz;David Kopacz;29.05.1999;154.94;69.9;CAM;Poland;62;Right;3;3;VfB Stuttgart
243778;M. Hiller;Marco Hiller;20.02.1997;187.96;84.8;GK;Germany;62;Right;3;1;TSV 1860 München
242242;S. Cibois;Sébastien Cibois;02.03.1998;193.04;82.1;GK;France;62;Right;3;1;Paris Saint-Germain
208194;Kim Kyung Jung;??? ???;16.04.1991;152.4;71.2;LW;Korea Republic;62;Right;3;2;Sangju Sangmu FC
246081;B. Castrillon;Bryan Castrillon;30.03.1999;170.18;63;LW;Colombia;62;Right;2;3;Independiente Medellín
235841;A. Bakayoko;Axel Mohamed Bakayoko;06.01.1998;152.4;68.9;RW;France;62;Right;3;3;FC St. Gallen
213569;A. Taylor-Sinclair;Aaron Taylor-Sinclair;08.04.1991;187.96;82.1;LB;Scotland;62;Left;3;2;Crewe Alexandra
246848;B. Fofana;Boubacar Fofana;07.09.1998;175.26;69.9;LM;France;62;Right;4;3;GFC Ajaccio
233280;Lee Min Gi;??? ???;19.05.1993;175.26;71.2;LB;Korea Republic;62;Left;4;2;Sangju Sangmu FC
231232;O. Marrufo;Omar Marrufo;02.07.1992;170.18;68;ST;Mexico;62;Right;3;2;Tiburones Rojos de Veracruz
225600;A. Al Ammar;Abdullah Al Ammar;01.03.1994;152.4;72.1;LB;Saudi Arabia;62;Left;4;2;Al Ittihad
212800;Jwa Joon Hyeop;??? ???;07.05.1991;152.4;72.1;CM;Korea Republic;62;Right;3;2;Gyeongnam FC
244543;Y. Ammour;Yanis Ammour;21.05.1999;182.88;69.9;ST;France;62;Left;3;2;Montpellier HSC
246078;C. Mamengi;Christopher Mamengi;03.04.2001;152.4;83;CB;Netherlands;62;Left;3;2;FC Utrecht
231486;A. Jafar;Abdulwahab Jafar;15.09.1993;165.1;62.1;RM;Saudi Arabia;62;Right;3;3;Al Hazem
215102;J. Rebolledo;Jonathan Rebolledo;22.10.1991;170.18;68;RM;Chile;62;Left;3;2;Deportes Iquique
232023;A. Pelvas;Akseli Pelvas;08.02.1989;154.94;77.1;ST;Finland;62;Left;3;2;HJK Helsinki
225623;M. Makasi;Moses Makasi;22.09.1995;154.94;72.1;CM;England;62;Right;3;2;Stevenage
224855;G. Byers;George Byers;29.05.1996;154.94;73;CM;Scotland;62;Right;4;2;Swansea City
237654;L. Rodríguez;Luis Ángel Rodríguez Ayazo;15.02.1995;182.88;69.9;CB;Colombia;62;Right;2;2;Envigado FC
222294;Sun Shilin;???;24.10.1988;152.4;72.1;CDM;China PR;62;Right;3;2;Shanghai Greenland Shenhua FC
236629;C. Operi;Christopher Operi;29.04.1997;182.88;78.9;LWB;Ivory Coast;62;Left;3;3;La Berrichonne de Châteauroux
184148;J. Coppens;Jo Coppens;21.12.1990;190.5;79.8;GK;Belgium;62;Left;3;1;FC Carl Zeiss Jena
242260;B. Šerbe?i?;Besim Šerbe?i?;01.05.1998;193.04;79.8;CB;Bosnia Herzegovina;62;Right;2;2;Rosenborg BK
225364;W. Miller;Will Miller;08.06.1996;167.64;66.2;LM;England;62;Right;2;2;Burton Albion
242003;D. Foulon;Daam Foulon;23.03.1999;154.94;78;LB;Belgium;62;Left;3;2;Waasland-Beveren
236627;J. Kade;Julius Kade;20.05.1999;154.94;67.1;CAM;Germany;62;Left;2;3;Hertha BSC
228691;H. Belal;Hatim Belal;30.01.1994;185.42;73.9;CDM;Saudi Arabia;62;Right;3;2;Al Qadisiyah
246866;Pedro Pelágio;Pedro Henrique Rocha Pelágio;21.04.2000;154.94;64.9;CM;Portugal;62;Right;3;2;Clube Sport Marítimo
242002;G. Mainero;Guido Mainero;23.03.1995;152.4;66.2;RW;Argentina;62;Right;3;3;Vélez Sarsfield
220498;D. Mazzocco;Davide Mazzocco;06.10.1995;185.42;81.2;CM;Italy;62;Right;3;2;Padova
212818;Kim Do Hyung;??? ???;06.10.1990;154.94;69.9;RM;Korea Republic;62;Right;3;2;Pohang Steelers
208999;D. Wright;Drey Jermaine Wright;30.04.1995;175.26;68.9;RM;England;62;Right;4;3;St. Johnstone FC
205159;C. Raglan;Charlie Raglan;28.04.1993;185.42;74.8;CB;England;62;Right;3;2;Cheltenham Town
182374;Du Zhenyu;???;01.02.1983;175.26;69.9;LM;China PR;62;Left;2;3;Changchun Yatai FC
228454;M. Ofkir;Mohamed Ofkir;04.08.1996;152.4;71.2;RM;Norway;62;Right;3;3;Sandefjord Fotball
211814;M. Kühne;Matthias Kühne;27.09.1987;152.4;78;RB;Germany;62;Right;3;2;FC Carl Zeiss Jena
247397;F. Báez;Francisco Báez;11.08.1991;154.94;73.9;CB;Paraguay;62;Right;3;2;Envigado FC
240997;Kike;Enrique Gómez Hermoso;10.08.1999;190.5;76.2;CB;Spain;62;Right;2;2;Rayo Vallecano
213093;J. Clisby;Jack Clisby;16.02.1992;154.94;72.1;LWB;Australia;62;Left;3;2;Central Coast Mariners
200549;Ko Kyung Min;??? ???;11.04.1987;152.4;71.2;ST;Korea Republic;62;Right;2;3;Gyeongnam FC
194148;M. O'Brien;Mark O'Brien;20.11.1992;154.94;77.1;CB;Republic of Ireland;62;Right;2;2;Newport County
244836;J. Segre;Jacopo Segre;17.02.1997;185.42;74.8;CM;Italy;62;Right;3;2;Venezia FC
242019;A. Lotti;Augusto Lotti;10.06.1996;152.4;69.9;ST;Argentina;62;Right;3;2;Unión de Santa Fe
241251;Longchang Lin;???;24.02.1990;187.96;82.1;CB;China PR;62;Right;2;2;Guizhou Hengfeng FC
189282;A. Leitch-Smith;Ajay Leitch-Smith;06.03.1990;172.72;74.8;ST;England;62;Right;3;2;Morecambe
242018;D. Grubb;Dayle Grubb;24.07.1991;182.88;82.1;RM;England;62;Right;3;3;Forest Green Rovers
239458;B. Kraev;Bozhidar Kraev;23.06.1997;185.42;69.9;CM;Bulgaria;62;Right;3;3;FC Midtjylland
228210;L. Jackson;Lachlan Jackson;12.03.1995;193.04;83;CB;Australia;62;Left;3;2;Newcastle Jets
187511;D. Duarte;Daniel Duarte Romero;24.05.1985;154.94;72.1;CDM;Mexico;62;Right;3;2;Atlético Huila
196983;A. Falch;Aslak Falch;25.05.1992;185.42;81.2;GK;Norway;62;Left;3;1;Sarpsborg 08 FF
186230;Feng Zhuoyi;???;18.06.1989;182.88;74.8;CM;China PR;62;Right;3;2;Henan Jianye FC
176246;M. Bottani;Alessio Bottani;24.05.1991;170.18;63;ST;Switzerland;62;Right;3;3;FC Lugano
239990;T. Broadbent;Tom Broadbent;15.02.1992;190.5;89.8;CB;England;62;Left;3;2;Swindon Town
152950;G. Wojtkowiak;Grzegorz Wojtkowiak;26.01.1984;182.88;74.8;RB;Poland;62;Right;4;2;Lechia Gda?sk
209526;S. Kavanagh;Sean Kavanagh;20.01.1994;175.26;62.1;LB;Republic of Ireland;62;Left;3;3;Shamrock Rovers
186229;Zhang Chiming;???;07.01.1989;154.94;74.8;RM;China PR;62;Right;3;3;Tianjin TEDA FC
247157;Dani Reina;Daniel Reina Ávila;10.04.1999;175.26;63;RB;Spain;62;Right;3;3;CF Reus Deportiu
236661;F. Baak;Florian Baak;18.03.1999;185.42;74.8;CB;Germany;62;Right;3;2;Hertha BSC
169333;S. Rasswalder;Siegfried Rasswalder;13.05.1987;175.26;67.1;LB;Austria;62;Left;3;2;TSV Hartberg
230517;Tiagildo Serra;Tiago Jessé Serra da Silveira;29.02.1988;175.26;69.9;ST;Brazil;62;Left;3;3;Sport Club do Recife
200821;L. D'Ath;Lawson D'Ath;24.12.1992;175.26;77.1;RM;England;62;Right;3;2;Milton Keynes Dons
237428;S. Nakahara;?? ??;19.05.1994;152.4;68;CM;Japan;62;Right;3;2;Hokkaido Consadole Sapporo
232820;K. Yamamoto;?? ??;29.10.1989;152.4;78.9;CM;Japan;62;Right;3;3;Júbilo Iwata
231284;R. Delaney;Ryan Delaney;06.09.1996;187.96;72.1;CB;Republic of Ireland;62;Left;2;2;Rochdale
53363;A. Collin;Adam Collin;09.12.1984;190.5;78;GK;England;62;Right;2;1;Carlisle United
192651;O. Malik;Osama Malik;30.09.1990;185.42;74.8;CDM;Australia;62;Right;3;2;Al Batin
235147;T. David;Trevor David;28.01.1997;154.94;69.9;RB;Netherlands;62;Right;2;3;ADO Den Haag
216459;A. Bray;Alexander Bray;25.07.1995;152.4;66.2;RM;England;62;Right;3;3;Rotherham United
226186;Luo Xin;??;07.02.1990;182.88;74.8;CB;China PR;62;Right;2;2;Beijing Renhe FC
246921;Antón;Antón Escobar Tapiias;16.06.1998;185.42;74.8;ST;Spain;62;Right;3;2;CD Lugo
239496;Y. Fekir;Yassin Fekir;05.05.1997;170.18;64.9;LW;France;62;Right;3;3;Olympique Lyonnais
235656;W. Al Anazi;Waleed Hezam Al Anazi;19.12.1994;167.64;68;CM;Saudi Arabia;62;Right;3;2;Al Shabab
208776;F. Stritzel;Florian Stritzel;31.01.1994;198.12;92.1;GK;Germany;62;Right;3;1;SV Darmstadt 98
243847;R. Griffiths;Reo Griffiths;27.06.2000;154.94;76.2;ST;England;62;Right;3;3;Olympique Lyonnais
237959;J. Delem;Jordi Jose Delem;18.03.1993;154.94;71.2;CDM;France;62;Right;3;2;Seattle Sounders FC
235655;M. Al Enazi;Muhanna Al Enazi;18.11.1983;160.02;59;RB;Saudi Arabia;62;Right;4;2;Al Batin
247174;Y. Delfi;Younes Delfi;02.10.2000;182.88;73;RW;Iran;62;Right;3;3;Sporting de Charleroi
239494;M. Thalhammer;Maximilian Thalhammer;10.07.1997;190.5;82.1;CM;Germany;62;Right;3;2;SSV Jahn Regensburg
238214;M. Degerlund;Marcus Degerlund;16.03.1998;195.58;87.1;CB;Sweden;62;Left;3;2;Hammarby IF
213894;H. White;Hayden White;15.04.1995;185.42;68;RWB;England;62;Right;3;3;Mansfield Town
201094;B. Garratt;Ben Garratt;25.04.1994;185.42;66.2;GK;England;62;Right;2;1;Crewe Alexandra
201117;W. Paw?owski;Wojciech Paw?owski;18.01.1993;190.5;79.8;GK;Poland;62;Right;3;1;Górnik Zabrze
243868;V. Emmersón;Vladis Emmersón;07.10.1995;195.58;84.8;CB;Congo;62;Right;2;2;Vejle Boldklub
235932;A. Dadakdeniz;Ataberk Dadakdeniz;05.08.1999;193.04;83.9;GK;Turkey;62;Right;3;1;Bursaspor
243100;Li Shuai;??;18.06.1995;152.4;69.9;LB;China PR;62;Right;3;2;Dalian YiFang FC
244635;M. Pronichev;Maximilian Pronichev;17.11.1999;182.88;78;CF;Russia;62;Right;4;2;Hallescher FC
241562;N. Díaz;Nicolás Díaz;20.05.1999;152.4;74.8;CB;Chile;62;Left;2;2;CD Palestino
240026;A. Fontana;Anthony Fontana;14.10.1999;172.72;68;CAM;United States;62;Right;3;2;Philadelphia Union
237978;J. Díaz;Jair Alberto Díaz Vázquez;21.08.1998;154.94;78;LB;Mexico;62;Left;3;2;Tigres U.A.N.L.
235162;H. Al Habib;Hassan Jamal Al Habib;14.09.1994;182.88;81.2;CM;Saudi Arabia;62;Right;3;2;Ettifaq FC
231834;N. Rinderknecht;Nico Rinderknecht;11.10.1997;182.88;77.1;CM;Germany;62;Right;3;2;FC Ingolstadt 04
225946;O. Shenton;Ollie Shenton;06.11.1997;175.26;77.1;CM;England;62;Left;3;3;Stoke City
211610;J. Anderson;Jermaine Anderson;16.05.1996;187.96;74.8;CM;England;62;Left;3;2;Bradford City
182681;C. Daniel;Colin Daniel;15.02.1988;154.94;73;LB;England;62;Left;2;2;Burton Albion
234649;D. Petrovic;Danijel Petrovic;27.11.1992;185.42;79.8;CB;Serbia;62;Right;3;2;SKN St. Pölten
213401;A. Startsev;Andrej Startsev;07.06.1994;175.26;72.1;RB;Kazakhstan;62;Right;3;2;FC Energie Cottbus
242328;N. Stierlin;Niclas Stierlin;22.01.2000;182.88;74.8;CDM;Germany;62;Right;3;2;RB Leipzig
234671;J. Odgaard;Jens Odgaard;31.03.1999;187.96;79.8;ST;Denmark;62;Left;3;3;Sassuolo
237742;K. Fukai;?? ??;11.03.1995;152.4;72.1;CM;Japan;62;Right;4;3;Hokkaido Consadole Sapporo
235950;F. Barceló;Facundo Barceló;31.03.1993;175.26;78;ST;Uruguay;62;Right;3;2;Club Atlas
228526;Hwang ByeongGeun;??? ???;14.06.1994;193.04;93;GK;Korea Republic;62;Right;2;1;Jeonbuk Hyundai Motors
223918;B. Comley;Brandon Comley;18.11.1995;154.94;72.1;CM;Montserrat;62;Right;3;2;Colchester United
246189;C. Arano;Cristian Arano;23.02.1995;187.96;69.9;CM;Bolivia;62;Right;3;2;Bolivia
238765;J. Brandon;Jamie Brandon;05.02.1998;175.26;69.9;RB;Scotland;62;Right;3;2;Heart of Midlothian
246188;D. Hernández;Diego Hernández;13.08.1999;172.72;79.8;LW;Mexico;62;Left;3;3;Guadalajara
244652;K. Mawatari;?? ??;23.06.1991;175.26;69.9;RB;Japan;62;Right;3;2;Kawasaki Frontale
241068;A. Dávila;Fabián Agustín Dávila Silva;20.02.1999;152.4;72.1;ST;Uruguay;62;Left;3;2;Real Sociedad
226220;M. Rodriguez;Memo Rodriguez;27.12.1995;172.72;64.9;LW;United States;62;Right;3;3;Houston Dynamo
186539;B. Kukeli;Burim Kukeli;16.01.1984;154.94;72.1;CM;Albania;62;Left;3;2;FC Sion
210347;I. Lu?i?;Ivan Lu?i?;23.03.1995;193.04;98;GK;Austria;62;Right;3;1;FK Austria Wien
242602;J. Vagnoman;Josha Mamadou Karaboue Vagnomann;11.12.2000;187.96;86.2;LB;Germany;62;Right;4;2;Hamburger SV
223146;F. Rodríguez;Francisco Rodríguez;14.09.1995;152.4;78;CAM;Switzerland;62;Right;4;3;FC Luzern
192937;Marc Vales;Marc Vales Gonzalez;04.04.1990;182.88;78.9;CB;Andorra;62;Right;3;2;Sandefjord Fotball
235457;V. Leikvoll Moberg;Vegard  Leikvoll Moberg;23.01.1991;190.5;84.8;CM;Norway;62;Right;3;2;FK Bodø/Glimt
102593;C. Woodman;Craig Alan Woodman;22.12.1982;175.26;68;LB;England;62;Left;3;2;Exeter City
222145;S. Ohlsson;Sebastian Ohlsson;31.12.1992;185.42;78;CDM;Sweden;62;Right;2;2;Trelleborgs FF
203969;E. Seidou;Edson Seidou;06.10.1991;182.88;87.1;LB;France;62;Left;3;2;Red Star FC
183744;D. Cardozo;Diego Daniel Cardozo;02.06.1987;170.18;66.2;RM;Argentina;62;Left;3;2;San Martín de San Juan
239552;M. Biamou;Maxime Biamou;13.11.1990;185.42;83;ST;France;62;Right;2;2;Coventry City
231616;E. Riis Jakobsen;Emil Riis Jakobsen;24.06.1998;190.5;83.9;ST;Denmark;62;Right;3;2;Randers FC
240575;Prendes;Alejandro Prendes Reina;12.04.1997;187.96;74.8;CB;Spain;62;Right;3;2;Real Oviedo
240063;M. Cassara;Maxime Cassara;21.08.1991;190.5;91.2;GK;France;62;Right;3;1;GFC Ajaccio
169919;P. Anderson;Paul Anderson;23.07.1988;175.26;64.9;RM;England;62;Right;3;2;Plymouth Argyle
224447;G. Jones;Gethin Jones;13.10.1995;152.4;73.9;RWB;Wales;62;Right;2;2;Mansfield Town
223167;D. Wilson;Donovan Wilson;14.03.1997;182.88;76.2;ST;England;62;Left;3;2;Exeter City
222399;C. Ogilvie;Connor Ogilvie;14.02.1996;182.88;82.1;LB;England;62;Left;2;2;Gillingham
204222;M. Dolan;Matthew Dolan;11.02.1993;175.26;69.9;CM;England;62;Left;2;2;Newport County
183997;Yu Dabao;???;18.04.1988;182.88;78;CB;China PR;62;Right;3;2;Beijing Sinobo Guoan FC
244669;M. Hjulmand;Morten Hjulmand;25.06.1999;185.42;78;CM;Denmark;62;Right;3;2;FC Admira Wacker Mödling
